"Antragssteller_ID","Kredit_Zeitspanne","Antragssteller_Kredit_Historie","Kredit_Nutzung","Kredit_Höhe","Antragssteller_Beschäftigt_Seit","Antragssteller_Teilzahlungshöhe","Antragssteller_Geschlecht_Familienstand","Kredit_Zusätzliche_Antragssteller","Antragssteller_Letzter_Wohnwechsel","Antragssteller_Eigentum","Antragssteller_Alter","Antragssteller_Weitere_Ratenzahlungen","Antragssteller_Wohnverhältnis","Antragssteller_Anzahl_Kredite","Antragssteller_Job","Antragssteller_Anzahl_Personen_Vormund","Antragssteller_Telefon","Antragssteller_Ausländisch","Kredit_Score"
734,24,"existing credits paid back duly till now","car (used)",2603,"1 to 4 years",2,"female (divorced/separated/married)","none",4,"car or other",28,"none","rent",1,"skilled employee / official",1,"yes, registered under the customers name",NA,"good"
735,4,"critical account/ other credits existing (not at this bank)","car (new)",3380,"4 to 7 years",1,"female (divorced/separated/married)","none",1,"real estate",37,"none","own",1,"skilled employee / official",2,"none",NA,"good"
736,36,"all credits at this bank paid back duly","domestic appliances",3990,"less than 1 year",3,"female (divorced/separated/married)","none",2,"unknown / no property",29,"bank","own",1,"unemployed / unskilled - non-resident",1,"none",NA,"good"
737,24,"existing credits paid back duly till now","car (used)",11560,"1 to 4 years",1,"female (divorced/separated/married)","none",4,"car or other",23,"none","rent",2,"management / self-employed / highly qualified employee / officer",1,"none",NA,"bad"
738,18,"existing credits paid back duly till now","car (new)",4380,"1 to 4 years",3,"male (single)","none",4,"car or other",35,"none","own",1,"unskilled - resident",2,"yes, registered under the customers name","Yes","good"
739,6,"critical account/ other credits existing (not at this bank)","car (new)",6761,"4 to 7 years",1,"male (single)","none",3,"unknown / no property",45,"none","own",2,"management / self-employed / highly qualified employee / officer",2,"yes, registered under the customers name",NA,"good"
740,30,"no credits taken / all credits paid back duly","business",4280,"1 to 4 years",4,"female (divorced/separated/married)","none",4,"car or other",26,"none","rent",2,"unskilled - resident",1,"none","Yes","bad"
741,24,"all credits at this bank paid back duly","car (new)",2325,"4 to 7 years",2,"male (single)","none",3,"car or other",32,"bank","own",1,"skilled employee / official",1,"none",NA,"good"
742,10,"all credits at this bank paid back duly","radio/television",1048,"1 to 4 years",4,"male (single)","none",4,"real estate",23,"stores","own",1,"unskilled - resident",1,"none",NA,"good"
743,21,"existing credits paid back duly till now","radio/television",3160,"more than 7 years",4,"male (single)","none",3,"building society savings agreement/ life insurance",41,"none","own",1,"skilled employee / official",1,"yes, registered under the customers name",NA,"good"
744,24,"all credits at this bank paid back duly","furniture/equipment",2483,"1 to 4 years",4,"male (single)","none",4,"real estate",22,"stores","own",1,"skilled employee / official",1,"yes, registered under the customers name",NA,"good"
745,39,"critical account/ other credits existing (not at this bank)","furniture/equipment",14179,"4 to 7 years",4,"male (single)","none",4,"building society savings agreement/ life insurance",30,"none","own",2,"management / self-employed / highly qualified employee / officer",1,"yes, registered under the customers name","Yes","good"
746,13,"critical account/ other credits existing (not at this bank)","business",1797,"less than 1 year",3,"male (single)","none",1,"building society savings agreement/ life insurance",28,"bank","own",2,"unskilled - resident",1,"none",NA,"good"
747,15,"existing credits paid back duly till now","car (new)",2511,"Unemployed",1,"female (divorced/separated/married)","none",4,"car or other",23,"none","rent",1,"skilled employee / official",1,"none",NA,"good"
748,12,"existing credits paid back duly till now","car (new)",1274,"less than 1 year",3,"female (divorced/separated/married)","none",1,"real estate",37,"none","own",1,"unskilled - resident",1,"none",NA,"bad"
749,21,"existing credits paid back duly till now","car (used)",5248,"1 to 4 years",1,"male (single)","none",3,"car or other",26,"none","own",1,"skilled employee / official",1,"none",NA,"good"
750,15,"existing credits paid back duly till now","car (used)",3029,"4 to 7 years",2,"male (single)","none",2,"car or other",33,"none","own",1,"skilled employee / official",1,"none",NA,"good"
751,6,"existing credits paid back duly till now","furniture/equipment",428,"more than 7 years",2,"female (divorced/separated/married)","none",1,"building society savings agreement/ life insurance",49,"bank","own",1,"skilled employee / official",1,"yes, registered under the customers name",NA,"good"
752,18,"existing credits paid back duly till now","car (new)",976,"less than 1 year",1,"female (divorced/separated/married)","none",2,"car or other",23,"none","own",1,"unskilled - resident",1,"none",NA,"bad"
753,12,"existing credits paid back duly till now","business",841,"4 to 7 years",2,"female (divorced/separated/married)","none",4,"real estate",23,"none","rent",1,"unskilled - resident",1,"none",NA,"good"
754,30,"critical account/ other credits existing (not at this bank)","radio/television",5771,"4 to 7 years",4,"female (divorced/separated/married)","none",2,"car or other",25,"none","own",2,"skilled employee / official",1,"none",NA,"good"
755,12,"delay in paying off in the past","repairs",1555,"more than 7 years",4,"male (single)","none",4,"unknown / no property",55,"none","for free",2,"skilled employee / official",2,"none",NA,"bad"
756,24,"existing credits paid back duly till now","car (new)",1285,"4 to 7 years",4,"female (divorced/separated/married)","none",4,"unknown / no property",32,"none","rent",1,"skilled employee / official",1,"none","Yes","bad"
757,6,"critical account/ other credits existing (not at this bank)","car (new)",1299,"1 to 4 years",1,"male (single)","none",1,"real estate",74,"none","own",3,"unemployed / unskilled - non-resident",2,"none",NA,"good"
758,15,"critical account/ other credits existing (not at this bank)","radio/television",1271,"1 to 4 years",3,"male (single)","none",4,"unknown / no property",39,"none","for free",2,"skilled employee / official",1,"yes, registered under the customers name","Yes","bad"
759,24,"existing credits paid back duly till now","car (new)",1393,"1 to 4 years",2,"male (single)","guarantor",2,"real estate",31,"none","own",1,"skilled employee / official",1,"yes, registered under the customers name",NA,"good"
760,12,"critical account/ other credits existing (not at this bank)","car (new)",691,"more than 7 years",4,"male (single)","none",3,"building society savings agreement/ life insurance",35,"none","own",2,"skilled employee / official",1,"none",NA,"bad"
761,15,"critical account/ other credits existing (not at this bank)","car (new)",5045,"more than 7 years",1,"female (divorced/separated/married)","none",4,"car or other",59,"none","own",1,"skilled employee / official",1,"yes, registered under the customers name",NA,"good"
762,18,"critical account/ other credits existing (not at this bank)","furniture/equipment",2124,"1 to 4 years",4,"female (divorced/separated/married)","none",4,"real estate",24,"none","rent",2,"skilled employee / official",1,"none",NA,"bad"
763,12,"existing credits paid back duly till now","radio/television",2214,"1 to 4 years",4,"male (single)","none",3,"building society savings agreement/ life insurance",24,"none","own",1,"unskilled - resident",1,"none",NA,"good"
764,21,"critical account/ other credits existing (not at this bank)","car (new)",12680,"more than 7 years",4,"male (single)","none",4,"unknown / no property",30,"none","for free",1,"management / self-employed / highly qualified employee / officer",1,"yes, registered under the customers name",NA,"bad"
765,24,"critical account/ other credits existing (not at this bank)","car (new)",2463,"4 to 7 years",4,"male (married/widowed)","none",3,"building society savings agreement/ life insurance",27,"none","own",2,"skilled employee / official",1,"yes, registered under the customers name","Yes","good"
766,12,"existing credits paid back duly till now","radio/television",1155,"more than 7 years",3,"male (married/widowed)","guarantor",3,"real estate",40,"bank","own",2,"unskilled - resident",1,"none",NA,"good"
767,30,"existing credits paid back duly till now","furniture/equipment",3108,"less than 1 year",2,"male (divorced/separated)","none",4,"building society savings agreement/ life insurance",31,"none","own",1,"unskilled - resident",1,"none",NA,"bad"
768,10,"existing credits paid back duly till now","car (used)",2901,"less than 1 year",1,"female (divorced/separated/married)","none",4,"real estate",31,"none","rent",1,"skilled employee / official",1,"none","Yes","good"
769,12,"critical account/ other credits existing (not at this bank)","furniture/equipment",3617,"more than 7 years",1,"male (single)","none",4,"car or other",28,"none","rent",3,"skilled employee / official",1,"yes, registered under the customers name","Yes","good"
770,12,"critical account/ other credits existing (not at this bank)","radio/television",1655,"more than 7 years",2,"male (single)","none",4,"real estate",63,"none","own",2,"unskilled - resident",1,"yes, registered under the customers name",NA,"good"
771,24,"existing credits paid back duly till now","car (used)",2812,"more than 7 years",2,"female (divorced/separated/married)","none",4,"real estate",26,"none","rent",1,"skilled employee / official",1,"none","Yes","good"
772,36,"critical account/ other credits existing (not at this bank)","education",8065,"1 to 4 years",3,"female (divorced/separated/married)","none",2,"unknown / no property",25,"none","own",2,"management / self-employed / highly qualified employee / officer",1,"yes, registered under the customers name","Yes","bad"
773,21,"critical account/ other credits existing (not at this bank)","car (used)",3275,"more than 7 years",1,"male (single)","none",4,"car or other",36,"none","own",1,"management / self-employed / highly qualified employee / officer",1,"yes, registered under the customers name",NA,"good"
774,24,"critical account/ other credits existing (not at this bank)","radio/television",2223,"more than 7 years",4,"male (single)","none",4,"building society savings agreement/ life insurance",52,"bank","own",2,"skilled employee / official",1,"none",NA,"good"
775,12,"critical account/ other credits existing (not at this bank)","car (new)",1480,"Unemployed",2,"male (single)","none",4,"unknown / no property",66,"bank","for free",3,"unemployed / unskilled - non-resident",1,"none",NA,"good"
776,24,"existing credits paid back duly till now","car (new)",1371,"1 to 4 years",4,"female (divorced/separated/married)","none",4,"real estate",25,"none","rent",1,"skilled employee / official",1,"none","Yes","bad"
777,36,"critical account/ other credits existing (not at this bank)","car (new)",3535,"4 to 7 years",4,"male (single)","none",4,"car or other",37,"none","own",2,"skilled employee / official",1,"yes, registered under the customers name",NA,"good"
778,18,"existing credits paid back duly till now","radio/television",3509,"4 to 7 years",4,"female (divorced/separated/married)","guarantor",1,"real estate",25,"none","own",1,"skilled employee / official",1,"none","Yes","good"
779,36,"critical account/ other credits existing (not at this bank)","car (used)",5711,"more than 7 years",4,"male (single)","none",2,"car or other",38,"none","own",2,"management / self-employed / highly qualified employee / officer",1,"yes, registered under the customers name","Yes","good"
780,18,"existing credits paid back duly till now","repairs",3872,"Unemployed",2,"female (divorced/separated/married)","none",4,"car or other",67,"none","own",1,"skilled employee / official",1,"yes, registered under the customers name",NA,"good"
781,39,"critical account/ other credits existing (not at this bank)","radio/television",4933,"4 to 7 years",2,"male (single)","guarantor",2,"real estate",25,"none","own",2,"skilled employee / official",1,"none",NA,"bad"
782,24,"critical account/ other credits existing (not at this bank)","car (new)",1940,"more than 7 years",4,"male (single)","none",4,"real estate",60,"none","own",1,"skilled employee / official",1,"yes, registered under the customers name","Yes","good"
783,12,"no credits taken / all credits paid back duly","retraining",1410,"1 to 4 years",2,"male (single)","none",2,"real estate",31,"none","own",1,"unskilled - resident",1,"yes, registered under the customers name",NA,"good"
784,12,"existing credits paid back duly till now","car (new)",836,"less than 1 year",4,"female (divorced/separated/married)","none",2,"building society savings agreement/ life insurance",23,"bank","own",1,"unskilled - resident",1,"none",NA,"bad"
785,20,"existing credits paid back duly till now","car (used)",6468,"Unemployed",1,"male (divorced/separated)","none",4,"real estate",60,"none","own",1,"management / self-employed / highly qualified employee / officer",1,"yes, registered under the customers name",NA,"good"
786,18,"existing credits paid back duly till now","business",1941,"1 to 4 years",4,"male (single)","none",2,"building society savings agreement/ life insurance",35,"none","own",1,"unskilled - resident",1,"yes, registered under the customers name",NA,"good"
787,22,"existing credits paid back duly till now","radio/television",2675,"more than 7 years",3,"male (single)","none",4,"car or other",40,"none","own",1,"skilled employee / official",1,"none",NA,"good"
788,48,"critical account/ other credits existing (not at this bank)","car (used)",2751,"more than 7 years",4,"male (single)","none",3,"car or other",38,"none","own",2,"skilled employee / official",2,"yes, registered under the customers name","Yes","good"
789,48,"delay in paying off in the past","education",6224,"more than 7 years",4,"male (single)","none",4,"unknown / no property",50,"none","for free",1,"skilled employee / official",1,"none",NA,"bad"
790,40,"critical account/ other credits existing (not at this bank)","education",5998,"1 to 4 years",4,"male (single)","none",3,"unknown / no property",27,"bank","own",1,"skilled employee / official",1,"yes, registered under the customers name",NA,"bad"
791,21,"existing credits paid back duly till now","business",1188,"more than 7 years",2,"female (divorced/separated/married)","none",4,"building society savings agreement/ life insurance",39,"none","own",1,"skilled employee / official",2,"none","Yes","bad"
792,24,"existing credits paid back duly till now","car (used)",6313,"more than 7 years",3,"male (single)","none",4,"car or other",41,"none","own",1,"management / self-employed / highly qualified employee / officer",2,"yes, registered under the customers name",NA,"good"
793,6,"critical account/ other credits existing (not at this bank)","furniture/equipment",1221,"1 to 4 years",1,"male (married/widowed)","none",2,"building society savings agreement/ life insurance",27,"none","own",2,"skilled employee / official",1,"none","Yes","good"
794,24,"existing credits paid back duly till now","furniture/equipment",2892,"more than 7 years",3,"male (divorced/separated)","none",4,"unknown / no property",51,"none","for free",1,"skilled employee / official",1,"none","Yes","good"
795,24,"existing credits paid back duly till now","furniture/equipment",3062,"more than 7 years",4,"male (single)","none",3,"unknown / no property",32,"none","rent",1,"skilled employee / official",1,"yes, registered under the customers name",NA,"good"
796,9,"existing credits paid back duly till now","furniture/equipment",2301,"less than 1 year",2,"female (divorced/separated/married)","none",4,"building society savings agreement/ life insurance",22,"none","rent",1,"skilled employee / official",1,"none",NA,"good"
797,18,"existing credits paid back duly till now","car (used)",7511,"more than 7 years",1,"male (single)","none",4,"building society savings agreement/ life insurance",51,"none","for free",1,"skilled employee / official",2,"yes, registered under the customers name","Yes","bad"
798,12,"critical account/ other credits existing (not at this bank)","furniture/equipment",1258,"less than 1 year",2,"female (divorced/separated/married)","none",4,"building society savings agreement/ life insurance",22,"none","rent",2,"unskilled - resident",1,"none",NA,"good"
799,24,"delay in paying off in the past","car (new)",717,"more than 7 years",4,"male (married/widowed)","none",4,"car or other",54,"none","own",2,"skilled employee / official",1,"yes, registered under the customers name",NA,"good"
800,9,"existing credits paid back duly till now","car (new)",1549,"less than 1 year",4,"male (single)","none",2,"real estate",35,"none","own",1,"unemployed / unskilled - non-resident",1,"none",NA,"good"
801,24,"critical account/ other credits existing (not at this bank)","education",1597,"more than 7 years",4,"male (single)","none",4,"unknown / no property",54,"none","for free",2,"skilled employee / official",2,"none",NA,"good"
802,18,"critical account/ other credits existing (not at this bank)","radio/television",1795,"more than 7 years",3,"female (divorced/separated/married)","guarantor",4,"real estate",48,"bank","rent",2,"unskilled - resident",1,"yes, registered under the customers name","Yes","good"
803,20,"critical account/ other credits existing (not at this bank)","furniture/equipment",4272,"more than 7 years",1,"female (divorced/separated/married)","none",4,"building society savings agreement/ life insurance",24,"none","own",2,"skilled employee / official",1,"none",NA,"good"
804,12,"critical account/ other credits existing (not at this bank)","radio/television",976,"more than 7 years",4,"male (single)","none",4,"car or other",35,"none","own",2,"skilled employee / official",1,"none",NA,"good"
805,12,"existing credits paid back duly till now","car (new)",7472,"Unemployed",1,"female (divorced/separated/married)","none",2,"real estate",24,"none","rent",1,"unemployed / unskilled - non-resident",1,"none",NA,"good"
806,36,"existing credits paid back duly till now","car (new)",9271,"4 to 7 years",2,"male (single)","none",1,"car or other",24,"none","own",1,"skilled employee / official",1,"yes, registered under the customers name",NA,"bad"
807,6,"existing credits paid back duly till now","radio/television",590,"less than 1 year",3,"male (married/widowed)","none",3,"real estate",26,"none","own",1,"unskilled - resident",1,"none",NA,"good"
808,12,"critical account/ other credits existing (not at this bank)","radio/television",930,"more than 7 years",4,"male (single)","none",4,"real estate",65,"none","own",4,"skilled employee / official",1,"none",NA,"good"
809,42,"all credits at this bank paid back duly","car (used)",9283,"Unemployed",1,"male (single)","none",2,"unknown / no property",55,"bank","for free",1,"management / self-employed / highly qualified employee / officer",1,"yes, registered under the customers name",NA,"good"
810,15,"no credits taken / all credits paid back duly","car (new)",1778,"less than 1 year",2,"female (divorced/separated/married)","none",1,"real estate",26,"none","rent",2,"unemployed / unskilled - non-resident",1,"none","Yes","bad"
811,8,"existing credits paid back duly till now","business",907,"less than 1 year",3,"male (married/widowed)","none",2,"real estate",26,"none","own",1,"skilled employee / official",1,"yes, registered under the customers name",NA,"good"
812,6,"existing credits paid back duly till now","radio/television",484,"4 to 7 years",3,"male (married/widowed)","guarantor",3,"real estate",28,"bank","own",1,"unskilled - resident",1,"none","Yes","good"
813,36,"critical account/ other credits existing (not at this bank)","car (used)",9629,"4 to 7 years",4,"male (single)","none",4,"car or other",24,"none","own",2,"skilled employee / official",1,"yes, registered under the customers name","Yes","bad"
814,48,"existing credits paid back duly till now","domestic appliances",3051,"1 to 4 years",3,"male (single)","none",4,"car or other",54,"none","own",1,"skilled employee / official",1,"none",NA,"bad"
815,48,"existing credits paid back duly till now","car (new)",3931,"4 to 7 years",4,"male (single)","none",4,"unknown / no property",46,"none","for free",1,"skilled employee / official",2,"none",NA,"bad"
816,36,"delay in paying off in the past","car (new)",7432,"1 to 4 years",2,"female (divorced/separated/married)","none",2,"building society savings agreement/ life insurance",54,"none","rent",1,"skilled employee / official",1,"none","Yes","good"
817,6,"existing credits paid back duly till now","domestic appliances",1338,"1 to 4 years",1,"male (divorced/separated)","none",4,"real estate",62,"none","own",1,"skilled employee / official",1,"none","Yes","good"
818,6,"critical account/ other credits existing (not at this bank)","radio/television",1554,"4 to 7 years",1,"female (divorced/separated/married)","none",2,"car or other",24,"none","rent",2,"skilled employee / official",1,"yes, registered under the customers name",NA,"good"
819,36,"existing credits paid back duly till now","others",15857,"Unemployed",2,"male (divorced/separated)","co-Applicant",3,"car or other",43,"none","own",1,"management / self-employed / highly qualified employee / officer",1,"none",NA,"good"
820,18,"existing credits paid back duly till now","radio/television",1345,"1 to 4 years",4,"male (married/widowed)","none",3,"real estate",26,"bank","own",1,"skilled employee / official",1,"none",NA,"bad"
821,12,"existing credits paid back duly till now","car (new)",1101,"1 to 4 years",3,"male (married/widowed)","none",2,"real estate",27,"none","own",2,"skilled employee / official",1,"yes, registered under the customers name",NA,"good"
822,12,"existing credits paid back duly till now","radio/television",3016,"1 to 4 years",3,"male (married/widowed)","none",1,"car or other",24,"none","own",1,"skilled employee / official",1,"none","Yes","good"
823,36,"existing credits paid back duly till now","furniture/equipment",2712,"more than 7 years",2,"male (single)","none",2,"building society savings agreement/ life insurance",41,"bank","own",1,"skilled employee / official",2,"none",NA,"bad"
824,8,"critical account/ other credits existing (not at this bank)","car (new)",731,"more than 7 years",4,"male (single)","none",4,"real estate",47,"none","own",2,"unskilled - resident",1,"none",NA,"good"
825,18,"critical account/ other credits existing (not at this bank)","furniture/equipment",3780,"less than 1 year",3,"male (divorced/separated)","none",2,"car or other",35,"none","own",2,"management / self-employed / highly qualified employee / officer",1,"yes, registered under the customers name",NA,"good"
826,21,"critical account/ other credits existing (not at this bank)","car (new)",1602,"more than 7 years",4,"male (married/widowed)","none",3,"car or other",30,"none","own",2,"skilled employee / official",1,"yes, registered under the customers name",NA,"good"
827,18,"critical account/ other credits existing (not at this bank)","car (new)",3966,"more than 7 years",1,"female (divorced/separated/married)","none",4,"real estate",33,"bank","rent",3,"skilled employee / official",1,"yes, registered under the customers name",NA,"bad"
828,18,"no credits taken / all credits paid back duly","business",4165,"1 to 4 years",2,"male (single)","none",2,"car or other",36,"stores","own",2,"skilled employee / official",2,"none",NA,"bad"
829,36,"existing credits paid back duly till now","car (used)",8335,"more than 7 years",3,"male (single)","none",4,"unknown / no property",47,"none","for free",1,"skilled employee / official",1,"none","Yes","bad"
830,48,"delay in paying off in the past","business",6681,"1 to 4 years",4,"male (single)","none",4,"unknown / no property",38,"none","for free",1,"skilled employee / official",2,"yes, registered under the customers name",NA,"good"
831,24,"delay in paying off in the past","business",2375,"1 to 4 years",4,"male (single)","none",2,"car or other",44,"none","own",2,"skilled employee / official",2,"yes, registered under the customers name","Yes","good"
832,18,"existing credits paid back duly till now","car (new)",1216,"less than 1 year",4,"female (divorced/separated/married)","none",3,"car or other",23,"none","rent",1,"skilled employee / official",1,"yes, registered under the customers name","Yes","bad"
833,45,"no credits taken / all credits paid back duly","business",11816,"more than 7 years",2,"male (single)","none",4,"car or other",29,"none","rent",2,"skilled employee / official",1,"none",NA,"bad"
834,24,"existing credits paid back duly till now","radio/television",5084,"more than 7 years",2,"female (divorced/separated/married)","none",4,"car or other",42,"none","own",1,"skilled employee / official",1,"yes, registered under the customers name","Yes","good"
835,15,"existing credits paid back duly till now","radio/television",2327,"less than 1 year",2,"female (divorced/separated/married)","none",3,"real estate",25,"none","own",1,"unskilled - resident",1,"none",NA,"bad"
836,12,"no credits taken / all credits paid back duly","car (new)",1082,"1 to 4 years",4,"male (single)","none",4,"car or other",48,"bank","own",2,"skilled employee / official",1,"none",NA,"bad"
837,12,"existing credits paid back duly till now","radio/television",886,"1 to 4 years",4,"female (divorced/separated/married)","none",2,"car or other",21,"none","own",1,"skilled employee / official",1,"none","Yes","good"
838,4,"existing credits paid back duly till now","furniture/equipment",601,"less than 1 year",1,"female (divorced/separated/married)","none",3,"real estate",23,"none","rent",1,"unskilled - resident",2,"none",NA,"good"
839,24,"critical account/ other credits existing (not at this bank)","car (used)",2957,"more than 7 years",4,"male (single)","none",4,"building society savings agreement/ life insurance",63,"none","own",2,"skilled employee / official",1,"yes, registered under the customers name",NA,"good"
840,24,"critical account/ other credits existing (not at this bank)","radio/television",2611,"more than 7 years",4,"male (married/widowed)","co-Applicant",3,"real estate",46,"none","own",2,"skilled employee / official",1,"none",NA,"good"
841,36,"existing credits paid back duly till now","furniture/equipment",5179,"4 to 7 years",4,"male (single)","none",2,"building society savings agreement/ life insurance",29,"none","own",1,"skilled employee / official",1,"none","Yes","bad"
842,21,"delay in paying off in the past","car (used)",2993,"1 to 4 years",3,"male (single)","none",2,"real estate",28,"stores","own",2,"unskilled - resident",1,"none",NA,"good"
843,18,"existing credits paid back duly till now","repairs",1943,"less than 1 year",4,"female (divorced/separated/married)","none",4,"real estate",23,"none","own",1,"skilled employee / official",1,"none","Yes","bad"
844,24,"all credits at this bank paid back duly","business",1559,"4 to 7 years",4,"male (single)","none",4,"car or other",50,"bank","own",1,"skilled employee / official",1,"yes, registered under the customers name","Yes","good"
845,18,"existing credits paid back duly till now","furniture/equipment",3422,"more than 7 years",4,"male (single)","none",4,"building society savings agreement/ life insurance",47,"bank","own",3,"skilled employee / official",2,"yes, registered under the customers name",NA,"good"
846,21,"existing credits paid back duly till now","furniture/equipment",3976,"4 to 7 years",2,"male (single)","none",3,"car or other",35,"none","own",1,"skilled employee / official",1,"yes, registered under the customers name",NA,"good"
847,18,"existing credits paid back duly till now","car (new)",6761,"1 to 4 years",2,"male (single)","none",4,"car or other",68,"none","rent",2,"skilled employee / official",1,"none",NA,"bad"
848,24,"existing credits paid back duly till now","car (new)",1249,"less than 1 year",4,"male (married/widowed)","none",2,"real estate",28,"none","own",1,"skilled employee / official",1,"none",NA,"good"
849,9,"existing credits paid back duly till now","radio/television",1364,"4 to 7 years",3,"male (single)","none",4,"real estate",59,"none","own",1,"skilled employee / official",1,"none",NA,"good"
850,12,"existing credits paid back duly till now","radio/television",709,"more than 7 years",4,"male (single)","none",4,"real estate",57,"stores","own",1,"unskilled - resident",1,"none",NA,"bad"
851,20,"critical account/ other credits existing (not at this bank)","car (new)",2235,"1 to 4 years",4,"male (married/widowed)","guarantor",2,"building society savings agreement/ life insurance",33,"bank","rent",2,"skilled employee / official",1,"none",NA,"bad"
852,24,"critical account/ other credits existing (not at this bank)","car (used)",4042,"4 to 7 years",3,"male (single)","none",4,"building society savings agreement/ life insurance",43,"none","own",2,"skilled employee / official",1,"yes, registered under the customers name",NA,"good"
853,15,"critical account/ other credits existing (not at this bank)","radio/television",1471,"1 to 4 years",4,"male (single)","none",4,"unknown / no property",35,"none","for free",2,"skilled employee / official",1,"yes, registered under the customers name","Yes","good"
854,18,"all credits at this bank paid back duly","car (new)",1442,"4 to 7 years",4,"male (single)","none",4,"unknown / no property",32,"none","for free",2,"unskilled - resident",2,"none",NA,"bad"
855,36,"delay in paying off in the past","car (new)",10875,"more than 7 years",2,"male (single)","none",2,"car or other",45,"none","own",2,"skilled employee / official",2,"yes, registered under the customers name",NA,"good"
856,24,"existing credits paid back duly till now","car (new)",1474,"less than 1 year",4,"male (married/widowed)","none",3,"real estate",33,"none","own",1,"skilled employee / official",1,"yes, registered under the customers name",NA,"good"
857,10,"existing credits paid back duly till now","retraining",894,"4 to 7 years",4,"female (divorced/separated/married)","none",3,"building society savings agreement/ life insurance",40,"none","own",1,"skilled employee / official",1,"yes, registered under the customers name","Yes","good"
858,15,"critical account/ other credits existing (not at this bank)","furniture/equipment",3343,"1 to 4 years",4,"male (single)","none",2,"unknown / no property",28,"none","for free",1,"skilled employee / official",1,"yes, registered under the customers name",NA,"good"
859,15,"existing credits paid back duly till now","car (new)",3959,"1 to 4 years",3,"female (divorced/separated/married)","none",2,"building society savings agreement/ life insurance",29,"none","own",1,"skilled employee / official",1,"yes, registered under the customers name",NA,"bad"
860,9,"existing credits paid back duly till now","car (new)",3577,"1 to 4 years",1,"male (single)","guarantor",2,"real estate",26,"none","rent",1,"skilled employee / official",2,"none","No","good"
861,24,"critical account/ other credits existing (not at this bank)","car (used)",5804,"1 to 4 years",4,"male (single)","none",2,"real estate",27,"none","own",2,"skilled employee / official",1,"none","Yes","good"
862,18,"delay in paying off in the past","business",2169,"1 to 4 years",4,"male (married/widowed)","none",2,"car or other",28,"none","own",1,"skilled employee / official",1,"yes, registered under the customers name",NA,"bad"
863,24,"existing credits paid back duly till now","radio/television",2439,"less than 1 year",4,"female (divorced/separated/married)","none",4,"real estate",35,"none","own",1,"skilled employee / official",1,"yes, registered under the customers name",NA,"bad"
864,27,"critical account/ other credits existing (not at this bank)","furniture/equipment",4526,"less than 1 year",4,"male (single)","none",2,"real estate",32,"stores","own",2,"unskilled - resident",2,"yes, registered under the customers name",NA,"good"
865,10,"existing credits paid back duly till now","furniture/equipment",2210,"1 to 4 years",2,"male (single)","none",2,"real estate",25,"bank","rent",1,"unskilled - resident",1,"none",NA,"bad"
866,15,"existing credits paid back duly till now","furniture/equipment",2221,"1 to 4 years",2,"female (divorced/separated/married)","none",4,"car or other",20,"none","rent",1,"skilled employee / official",1,"none","Yes","good"
867,18,"existing credits paid back duly till now","radio/television",2389,"less than 1 year",4,"female (divorced/separated/married)","none",1,"car or other",27,"stores","own",1,"skilled employee / official",1,"none","Yes","good"
868,12,"critical account/ other credits existing (not at this bank)","furniture/equipment",3331,"more than 7 years",2,"male (single)","none",4,"building society savings agreement/ life insurance",42,"stores","own",1,"skilled employee / official",1,"none","Yes","good"
869,36,"existing credits paid back duly till now","business",7409,"more than 7 years",3,"male (single)","none",2,"building society savings agreement/ life insurance",37,"none","own",2,"skilled employee / official",1,"none",NA,"good"
870,12,"existing credits paid back duly till now","furniture/equipment",652,"more than 7 years",4,"female (divorced/separated/married)","none",4,"building society savings agreement/ life insurance",24,"none","rent",1,"skilled employee / official",1,"none","Yes","good"
871,36,"delay in paying off in the past","furniture/equipment",7678,"4 to 7 years",2,"female (divorced/separated/married)","none",4,"car or other",40,"none","own",2,"skilled employee / official",1,"yes, registered under the customers name",NA,"good"
872,6,"critical account/ other credits existing (not at this bank)","car (new)",1343,"more than 7 years",1,"male (single)","none",4,"real estate",46,"none","own",2,"skilled employee / official",2,"none",NA,"good"
873,24,"critical account/ other credits existing (not at this bank)","business",1382,"4 to 7 years",4,"male (single)","none",1,"real estate",26,"none","own",2,"skilled employee / official",1,"yes, registered under the customers name",NA,"good"
874,15,"existing credits paid back duly till now","domestic appliances",874,"less than 1 year",4,"female (divorced/separated/married)","none",1,"real estate",24,"none","own",1,"skilled employee / official",1,"none",NA,"good"
875,12,"existing credits paid back duly till now","furniture/equipment",3590,"1 to 4 years",2,"male (single)","co-Applicant",2,"building society savings agreement/ life insurance",29,"none","own",1,"unskilled - resident",2,"none",NA,"good"
876,11,"critical account/ other credits existing (not at this bank)","car (new)",1322,"1 to 4 years",4,"female (divorced/separated/married)","none",4,"car or other",40,"none","own",2,"skilled employee / official",1,"none",NA,"good"
877,18,"all credits at this bank paid back duly","radio/television",1940,"less than 1 year",3,"male (single)","co-Applicant",4,"unknown / no property",36,"bank","for free",1,"management / self-employed / highly qualified employee / officer",1,"yes, registered under the customers name",NA,"good"
878,36,"existing credits paid back duly till now","radio/television",3595,"more than 7 years",4,"male (single)","none",2,"car or other",28,"none","own",1,"skilled employee / official",1,"none",NA,"good"
